"市町村","事業所数","従　業　者　数_男_（人）","従　業　者　数_女_（人）","従　業　者　数_計_（人）","事業に従事する者の人件費及び派遣受入者に係る人材・派遣会社への支払額_（万円）","原材料、燃料、電力の使用額等_（万円）","　　　　　　　　　製　　造　　品　　出　　荷　　額　　等_製造品出荷額_（万円）","　　　　　　　　　製　　造　　品　　出　　荷　　額　　等_加工賃収入額_（万円）","　　　　　　　　　製　　造　　品　　出　　荷　　額　　等_その他収入額_（万円）","　　　　　　　　　製　　造　　品　　出　　荷　　額　　等_くず・廃物の出荷額_（万円）","　　　　　　　　　製　　造　　品　　出　　荷　　額　　等_合   計_（万円）","付加価値額_（万円）"
"【産業分類　28　電子部品・デバイス・電子回路製造業】_高野町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　28　電子部品・デバイス・電子回路製造業】_湯浅町","1.0","4.0","21.0","25.0","χ","χ","-","χ","-","-","χ","χ"
"【産業分類　28　電子部品・デバイス・電子回路製造業】_広川町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　28　電子部品・デバイス・電子回路製造業】_有田川町","1.0","65.0","111.0","176.0","χ","χ","χ","-","-","-","χ","χ"
"【産業分類　28　電子部品・デバイス・電子回路製造業】_美浜町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　28　電子部品・デバイス・電子回路製造業】_日高町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　28　電子部品・デバイス・電子回路製造業】_由良町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　28　電子部品・デバイス・電子回路製造業】_印南町","3.0","167.0","44.0","211.0","94399.0","89054.0","278026.0","1700.0","-","-","279726.0","122042.0"
"【産業分類　28　電子部品・デバイス・電子回路製造業】_みなべ町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　28　電子部品・デバイス・電子回路製造業】_日高川町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　28　電子部品・デバイス・電子回路製造業】_白浜町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　28　電子部品・デバイス・電子回路製造業】_上富田町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　28　電子部品・デバイス・電子回路製造業】_すさみ町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　28　電子部品・デバイス・電子回路製造業】_那智勝浦町","1.0","2.0","1.0","3.0","χ","χ","-","χ","-","-","χ","χ"
"【産業分類　28　電子部品・デバイス・電子回路製造業】_太地町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　28　電子部品・デバイス・電子回路製造業】_古座川町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　28　電子部品・デバイス・電子回路製造業】_北山村","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　28　電子部品・デバイス・電子回路製造業】_串本町","-","-","-","-","-","-","-","-","-","-","-","-"
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"【産業分類　29　電気機械器具製造業】_総　　数","55.0","1095.0","585.0","1680.0","685700.0","3059811.0","4191546.0","133647.0","43603.0","-","4368796.0","1279402.0"
"【産業分類　29　電気機械器具製造業】_和歌山市","32.0","360.0","171.0","531.0","201024.0","1261159.0","1635115.0","44832.0","38538.0","-","1718485.0","465107.0"
"【産業分類　29　電気機械器具製造業】_海南市","2.0","48.0","46.0","94.0","χ","χ","χ","χ","-","-","χ","χ"
"【産業分類　29　電気機械器具製造業】_橋本市","4.0","18.0","35.0","53.0","9814.0","5571.0","15088.0","3044.0","-","-","18132.0","12639.0"
"【産業分類　29　電気機械器具製造業】_有田市","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　29　電気機械器具製造業】_御坊市","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　29　電気機械器具製造業】_田辺市","1.0","1.0","1.0","2.0","χ","χ","χ","-","-","-","χ","χ"
"【産業分類　29　電気機械器具製造業】_新宮市","2.0","181.0","208.0","389.0","χ","χ","χ","-","-","-","χ","χ"
"【産業分類　29　電気機械器具製造業】_紀の川市","5.0","356.0","53.0","409.0","χ","χ","χ","χ","χ","-","χ","χ"
"【産業分類　29　電気機械器具製造業】_岩出市","3.0","10.0","19.0","29.0","5373.0","18222.0","45600.0","-","-","-","45600.0","27155.0"
"【産業分類　29　電気機械器具製造業】_紀美野町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　29　電気機械器具製造業】_かつらぎ町","2.0","88.0","34.0","122.0","χ","χ","χ","-","χ","-","χ","χ"
"【産業分類　29　電気機械器具製造業】_九度山町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　29　電気機械器具製造業】_高野町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　29　電気機械器具製造業】_湯浅町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　29　電気機械器具製造業】_広川町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　29　電気機械器具製造業】_有田川町","1.0","3.0","2.0","5.0","χ","χ","χ","-","χ","-","χ","χ"
"【産業分類　29　電気機械器具製造業】_美浜町","1.0","1.0","4.0","5.0","χ","χ","χ","-","-","-","χ","χ"
"【産業分類　29　電気機械器具製造業】_日高町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　29　電気機械器具製造業】_由良町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　29　電気機械器具製造業】_印南町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　29　電気機械器具製造業】_みなべ町","1.0","2.0","11.0","13.0","χ","χ","-","χ","-","-","χ","χ"
"【産業分類　29　電気機械器具製造業】_日高川町","1.0","27.0","1.0","28.0","χ","χ","χ","-","-","-","χ","χ"
"【産業分類　29　電気機械器具製造業】_白浜町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　29　電気機械器具製造業】_上富田町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　29　電気機械器具製造業】_すさみ町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　29　電気機械器具製造業】_那智勝浦町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　29　電気機械器具製造業】_太地町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　29　電気機械器具製造業】_古座川町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　29　電気機械器具製造業】_北山村","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　29　電気機械器具製造業】_串本町","-","-","-","-","-","-","-","-","-","-","-","-"
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"【産業分類　30　情報通信機械器具製造業】_総　　数","6.0","184.0","151.0","335.0","114609.0","43825.0","13332.0","212302.0","35144.0","-","260778.0","200533.0"
"【産業分類　30　情報通信機械器具製造業】_和歌山市","1.0","2.0","1.0","3.0","χ","χ","χ","-","-","-","χ","χ"
"【産業分類　30　情報通信機械器具製造業】_海南市","1.0","-","1.0","1.0","χ","χ","χ","-","χ","-","χ","χ"
"【産業分類　30　情報通信機械器具製造業】_橋本市","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　30　情報通信機械器具製造業】_有田市","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　30　情報通信機械器具製造業】_御坊市","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　30　情報通信機械器具製造業】_田辺市","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　30　情報通信機械器具製造業】_新宮市","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　30　情報通信機械器具製造業】_紀の川市","1.0","35.0","31.0","66.0","χ","χ","-","χ","χ","-","χ","χ"
"【産業分類　30　情報通信機械器具製造業】_岩出市","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　30　情報通信機械器具製造業】_紀美野町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　30　情報通信機械器具製造業】_かつらぎ町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　30　情報通信機械器具製造業】_九度山町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　30　情報通信機械器具製造業】_高野町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　30　情報通信機械器具製造業】_湯浅町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　30　情報通信機械器具製造業】_広川町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　30　情報通信機械器具製造業】_有田川町","1.0","144.0","105.0","249.0","χ","χ","-","χ","χ","-","χ","χ"
"【産業分類　30　情報通信機械器具製造業】_美浜町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　30　情報通信機械器具製造業】_日高町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　30　情報通信機械器具製造業】_由良町","1.0","1.0","-","1.0","-","χ","-","χ","-","-","χ","χ"
"【産業分類　30　情報通信機械器具製造業】_印南町","1.0","2.0","13.0","15.0","χ","χ","-","χ","-","-","χ","χ"
"【産業分類　30　情報通信機械器具製造業】_みなべ町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　30　情報通信機械器具製造業】_日高川町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　30　情報通信機械器具製造業】_白浜町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　30　情報通信機械器具製造業】_上富田町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　30　情報通信機械器具製造業】_すさみ町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　30　情報通信機械器具製造業】_那智勝浦町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　30　情報通信機械器具製造業】_太地町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　30　情報通信機械器具製造業】_古座川町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　30　情報通信機械器具製造業】_北山村","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　30　情報通信機械器具製造業】_串本町","-","-","-","-","-","-","-","-","-","-","-","-"
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"【産業分類　31　輸送機械器具製造業】_総　　数","56.0","584.0","148.0","732.0","270689.0","484342.0","1094586.0","424906.0","13601.0","-","1533093.0","1008690.0"
"【産業分類　31　輸送機械器具製造業】_和歌山市","8.0","48.0","10.0","58.0","21082.0","13035.0","46606.0","10350.0","9933.0","-","66889.0","51687.0"
"【産業分類　31　輸送機械器具製造業】_海南市","6.0","31.0","7.0","38.0","14445.0","20487.0","49160.0","-","110.0","-","49270.0","27938.0"
"【産業分類　31　輸送機械器具製造業】_橋本市","3.0","9.0","18.0","27.0","4888.0","2514.0","3000.0","8403.0","-","-","11403.0","8459.0"
"【産業分類　31　輸送機械器具製造業】_有田市","1.0","1.0","-","1.0","-","χ","-","χ","-","-","χ","χ"
"【産業分類　31　輸送機械器具製造業】_御坊市","1.0","4.0","2.0","6.0","χ","χ","χ","-","-","-","χ","χ"
"【産業分類　31　輸送機械器具製造業】_田辺市","10.0","21.0","8.0","29.0","3820.0","9830.0","19693.0","916.0","240.0","-","20849.0","10494.0"
"【産業分類　31　輸送機械器具製造業】_新宮市","1.0","1.0","-","1.0","-","χ","χ","-","χ","-","χ","χ"
"【産業分類　31　輸送機械器具製造業】_紀の川市","2.0","92.0","34.0","126.0","χ","χ","χ","χ","-","-","χ","χ"
"【産業分類　31　輸送機械器具製造業】_岩出市","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　31　輸送機械器具製造業】_紀美野町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　31　輸送機械器具製造業】_かつらぎ町","1.0","1.0","-","1.0","-","χ","χ","-","-","-","χ","χ"
"【産業分類　31　輸送機械器具製造業】_九度山町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　31　輸送機械器具製造業】_高野町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　31　輸送機械器具製造業】_湯浅町","1.0","2.0","1.0","3.0","χ","χ","-","χ","-","-","χ","χ"
"【産業分類　31　輸送機械器具製造業】_広川町","1.0","37.0","5.0","42.0","χ","χ","χ","-","-","-","χ","χ"
"【産業分類　31　輸送機械器具製造業】_有田川町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　31　輸送機械器具製造業】_美浜町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　31　輸送機械器具製造業】_日高町","1.0","1.0","1.0","2.0","χ","χ","χ","-","-","-","χ","χ"
"【産業分類　31　輸送機械器具製造業】_由良町","8.0","292.0","43.0","335.0","χ","χ","χ","χ","χ","-","χ","χ"
"【産業分類　31　輸送機械器具製造業】_印南町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　31　輸送機械器具製造業】_みなべ町","3.0","9.0","1.0","10.0","1944.0","8340.0","21075.0","χ","χ","-","21235.0","12884.0"
"【産業分類　31　輸送機械器具製造業】_日高川町","1.0","6.0","14.0","20.0","χ","χ","-","χ","-","-","χ","χ"
"【産業分類　31　輸送機械器具製造業】_白浜町","1.0","2.0","1.0","3.0","-","χ","χ","χ","-","-","χ","χ"
"【産業分類　31　輸送機械器具製造業】_上富田町","1.0","2.0","-","2.0","χ","χ","-","χ","-","-","χ","χ"
"【産業分類　31　輸送機械器具製造業】_すさみ町","1.0","1.0","-","1.0","-","χ","χ","-","-","-","χ","χ"
"【産業分類　31　輸送機械器具製造業】_那智勝浦町","2.0","21.0","2.0","23.0","χ","χ","χ","-","χ","-","χ","χ"
"【産業分類　31　輸送機械器具製造業】_太地町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　31　輸送機械器具製造業】_古座川町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　31　輸送機械器具製造業】_北山村","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　31　輸送機械器具製造業】_串本町","3.0","3.0","1.0","4.0","-","485.0","1381.0","-","-","-","1381.0","853.0"
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"【産業分類　32　その他の製造業】_総　　数","301.0","1168.0","817.0","1985.0","528596.0","1206450.0","2330633.0","91145.0","118247.0","-","2540025.0","1220404.0"
"【産業分類　32　その他の製造業】_和歌山市","64.0","159.0","100.0","259.0","59586.0","223895.0","436707.0","14694.0","11153.0","-","462554.0","224139.0"
"【産業分類　32　その他の製造業】_海南市","90.0","204.0","218.0","422.0","81238.0","298862.0","476802.0","25568.0","8762.0","-","511132.0","203099.0"
"【産業分類　32　その他の製造業】_橋本市","33.0","117.0","131.0","248.0","48239.0","48605.0","134839.0","5365.0","1459.0","-","141663.0","87698.0"
"【産業分類　32　その他の製造業】_有田市","8.0","25.0","38.0","63.0","15515.0","34745.0","64871.0","1709.0","158.0","-","66738.0","29914.0"
"【産業分類　32　その他の製造業】_御坊市","10.0","121.0","89.0","210.0","98962.0","199758.0","320105.0","16023.0","77542.0","-","413670.0","200387.0"
"【産業分類　32　その他の製造業】_田辺市","30.0","97.0","56.0","153.0","35517.0","35234.0","89375.0","1090.0","6850.0","-","97315.0","57232.0"
"【産業分類　32　その他の製造業】_新宮市","9.0","67.0","12.0","79.0","23109.0","51406.0","124647.0","467.0","3960.0","-","129074.0","71103.0"
"【産業分類　32　その他の製造業】_紀の川市","6.0","83.0","22.0","105.0","χ","χ","χ","-","χ","-","χ","χ"
"【産業分類　32　その他の製造業】_岩出市","2.0","3.0","-","3.0","χ","χ","χ","χ","-","-","χ","χ"
"【産業分類　32　その他の製造業】_紀美野町","9.0","83.0","22.0","105.0","39366.0","47946.0","157485.0","2875.0","-","-","160360.0","97884.0"
"【産業分類　32　その他の製造業】_かつらぎ町","1.0","2.0","2.0","4.0","χ","χ","-","χ","-","-","χ","χ"
"【産業分類　32　その他の製造業】_九度山町","1.0","1.0","-","1.0","-","χ","χ","-","-","-","χ","χ"
"【産業分類　32　その他の製造業】_高野町","4.0","11.0","23.0","34.0","11268.0","11123.0","28150.0","χ","χ","-","30050.0","17454.0"
"【産業分類　32　その他の製造業】_湯浅町","4.0","9.0","5.0","14.0","2168.0","1394.0","7251.0","103.0","1161.0","-","8515.0","6782.0"
"【産業分類　32　その他の製造業】_広川町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　32　その他の製造業】_有田川町","7.0","13.0","13.0","26.0","8265.0","5411.0","19142.0","854.0","-","-","19996.0","13891.0"
"【産業分類　32　その他の製造業】_美浜町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　32　その他の製造業】_日高町","4.0","6.0","5.0","11.0","1762.0","9653.0","12820.0","-","-","-","12820.0","3016.0"
"【産業分類　32　その他の製造業】_由良町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　32　その他の製造業】_印南町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　32　その他の製造業】_みなべ町","1.0","2.0","-","2.0","χ","χ","χ","-","-","-","χ","χ"
"【産業分類　32　その他の製造業】_日高川町","1.0","1.0","-","1.0","-","χ","χ","-","-","-","χ","χ"
"【産業分類　32　その他の製造業】_白浜町","1.0","2.0","-","2.0","χ","χ","χ","-","-","-","χ","χ"
"【産業分類　32　その他の製造業】_上富田町","5.0","126.0","61.0","187.0","χ","χ","χ","χ","χ","-","χ","χ"
"【産業分類　32　その他の製造業】_すさみ町","5.0","28.0","16.0","44.0","13155.0","26753.0","67749.0","-","-","-","67749.0","58201.0"
"【産業分類　32　その他の製造業】_那智勝浦町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　32　その他の製造業】_太地町","1.0","1.0","-","1.0","-","χ","χ","-","-","-","χ","χ"
"【産業分類　32　その他の製造業】_古座川町","-","-","-","-","-","-","-","-","-","-","-","-"
"【産業分類　32　その他の製造業】_北山村","1.0","1.0","1.0","2.0","χ","χ","χ","-","-","-","χ","χ"
"【産業分類　32　その他の製造業】_串本町","4.0","6.0","3.0","9.0","609.0","1134.0","4200.0","332.0","130.0","-","4662.0","3359.0"
